dealID,proposedTickerSymbol_x,companyName_x,proposedExchange,proposedSharePrice,sharesOffered,pricedDate,dollarValueOfSharesOffered_x,dealStatus,proposedTickerSymbol_y,companyName_y,filedDate,dollarValueOfSharesOffered_y
1175670-108296,,,,,,,,,,Key Mining Corp.,11/14/2023,"$11,499,999.80"
1175695-99148,GIACU,Gesher I Acquisition Corp.,NASDAQ Global,10.00,"10,000,000",10/12/2021,"$100,000,000",Priced,GIACU,Gesher I Acquisition Corp.,9/02/2021,"$100,000,000"
1175869-99156,BHACU,Focus Impact BH3 Acquisition Co,NASDAQ Global,10.00,"20,000,000",10/05/2021,"$200,000,000",Priced,BHACU,Focus Impact BH3 Acquisition Co,9/02/2021,"$200,000,000"
1175938-99159,CYN,Cyngn Inc.,NASDAQ Capital,7.50,"3,500,000",10/20/2021,"$26,250,000",Priced,CYN,Cyngn Inc.,9/03/2021,"$26,250,000"
1176086-99167,,,,,,,,,,"Allvue Systems Holdings, Inc.",9/03/2021,"$334,305,000"
1176132-99179,HPLTU,Home Plate Acquisition Corp,NASDAQ Global,10.00,"20,000,000",9/30/2021,"$200,000,000",Priced,HPLTU,Home Plate Acquisition Corp,9/03/2021,"$200,000,000"
1176157-99191,AOGOU,Arogo Capital Acquisition Corp.,NASDAQ Global,10.00,"9,000,000",12/27/2021,"$90,000,000",Priced,AOGOU,Arogo Capital Acquisition Corp.,9/03/2021,"$90,000,000"
1176159-99193,MLAIU,McLaren Technology Acquisition Corp.,NASDAQ Global,10.00,"17,500,000",11/03/2021,"$175,000,000",Priced,MLAIU,McLaren Technology Acquisition Corp.,9/03/2021,"$175,000,000"
1176161-99197,LIBYU,Liberty Resources Acquisition Corp.,NASDAQ Global,10.00,"10,000,000",11/04/2021,"$100,000,000",Priced,LIBYU,Liberty Resources Acquisition Corp.,9/03/2021,"$100,000,000"
1176246-99206,FWRG,"First Watch Restaurant Group, Inc.",NASDAQ Global Select,18.00,"9,459,000",10/01/2021,"$170,262,000",Priced,FWRG,"First Watch Restaurant Group, Inc.",9/07/2021,"$170,262,000"
1176252-99207,TDCX,TDCX Inc.,NYSE,18.00,"19,358,957",10/01/2021,"$348,461,226",Priced,TDCX,TDCX Inc.,9/07/2021,"$348,461,226"
1176262-110916,,,,,,,,,AEIBU,AEI CapForce II Investment Corp,7/30/2024,"$115,000,000"
1176262-99208,,,,,,,,,,AEI CapForce II Investment Corp,9/07/2021,"$115,000,000"
1176298-99222,MTRYU,Monterey Innovation Acquisition Corp,NASDAQ Global,10.00,"10,000,000",10/01/2021,"$100,000,000",Priced,MTRYU,Monterey Innovation Acquisition Corp,9/07/2021,"$100,000,000"
1176359-105484,,,,,,,,,,Vocodia Holdings Corp,1/31/2023,"$9,200,000.00"
1176362-100689,MYNZ,MAINZ BIOMED N.V.,NASDAQ Capital,5.00,"2,000,000",11/05/2021,"$10,000,000",Priced,MYNZ,MAINZ BIOMED N.V.,10/12/2021,"$10,000,000"
1176517-99234,CFSB,"CFSB Bancorp, Inc. /MA/",NASDAQ Capital,10.00,"2,804,306",1/13/2022,"$28,043,060",Priced,CFSB,"CFSB Bancorp, Inc. /MA/",9/09/2021,"$28,043,060"
1176552-99235,CING,Cingulate Inc.,NASDAQ Capital,6.00,"4,166,666",12/08/2021,"$24,999,996",Priced,CING,Cingulate Inc.,9/09/2021,"$24,999,996"
1176583-99243,THACU,Thrive Acquisition Corp,NASDAQ Global,10.00,"15,000,000",10/21/2021,"$150,000,000",Priced,THACU,Thrive Acquisition Corp,9/09/2021,"$150,000,000"
1176592-99246,GATEU,Marblegate Acquisition Corp.,NASDAQ Global,10.00,"30,000,000",10/01/2021,"$300,000,000",Priced,GATEU,Marblegate Acquisition Corp.,9/09/2021,"$300,000,000"
1176647-99254,EXAI,Exscientia plc,NASDAQ Global Select,22.00,"13,850,000",10/01/2021,"$304,700,000",Priced,EXAI,Exscientia plc,9/10/2021,"$304,700,000"
1176736-99255,TOP,TOP Financial Group Ltd,NASDAQ Capital,5.00,"5,000,000",6/01/2022,"$25,000,000",Priced,TOP,TOP Financial Group Ltd,9/10/2021,"$25,000,000"
1176738-99256,ENCPU,GRAPHJET TECHNOLOGY,NASDAQ Global,10.00,"10,000,000",11/16/2021,"$100,000,000",Priced,ENCPU,GRAPHJET TECHNOLOGY,9/10/2021,"$100,000,000"
1176775-99264,FGI,FGI Industries Ltd.,NASDAQ Capital,6.00,"2,500,000",1/25/2022,"$15,000,000",Priced,FGI,FGI Industries Ltd.,9/10/2021,"$15,000,000"
1176792-99269,,,,,,,,,,"Thomas James Homes, Inc.",9/10/2021,"$100,000,000"
1176795-99271,BMACU,Black Mountain Acquisition Corp.,NYSE,10.00,"24,000,000",10/14/2021,"$240,000,000",Priced,BMACU,Black Mountain Acquisition Corp.,9/10/2021,"$240,000,000"
1176796-99272,BACAU,Berenson Acquisition Corp. I,NYSE,10.00,"25,000,000",9/28/2021,"$250,000,000",Priced,BACAU,Berenson Acquisition Corp. I,9/10/2021,"$250,000,000"
1176799-99273,,,,,,,,,,Super Plus Acquisition Corp,9/10/2021,"$69,000,000"
1176832-99276,MEKA,MELI Kaszek Pioneer Corp,NASDAQ Global,10.00,"25,000,000",9/29/2021,"$250,000,000",Priced,MEKA,MELI Kaszek Pioneer Corp,9/13/2021,"$250,000,000"
1176881-99285,NSTS,"NSTS Bancorp, Inc.",NASDAQ Capital,10.00,"5,290,000",1/19/2022,"$52,900,000",Priced,NSTS,"NSTS Bancorp, Inc.",9/13/2021,"$52,900,000"
1176909-104392,,,,,,,,,,"EPIEN MEDICAL, INC.",9/30/2022,"$30,119,043.75"
1176926-99290,PBAXU,"CERO THERAPEUTICS HOLDINGS, INC.",NASDAQ Global,10.00,"15,500,000",10/06/2021,"$155,000,000",Priced,PBAXU,"CERO THERAPEUTICS HOLDINGS, INC.",9/13/2021,"$155,000,000"
1176946-99294,LTH,"Life Time Group Holdings, Inc.",NYSE,18.00,"39,000,000",10/07/2021,"$702,000,000",Priced,LTH,"Life Time Group Holdings, Inc.",9/13/2021,"$702,000,000"
1176964-99298,DMAQU,"TruGolf Holdings, Inc.",NASDAQ Global,10.00,"11,000,000",10/27/2021,"$110,000,000",Priced,DMAQU,"TruGolf Holdings, Inc.",9/13/2021,"$110,000,000"
1176983-99304,CDAQU,Compass Digital Acquisition Corp.,NASDAQ Global,10.00,"20,000,000",10/15/2021,"$200,000,000",Priced,CDAQU,Compass Digital Acquisition Corp.,9/14/2021,"$200,000,000"
1177012-99303,INKT,"MiNK Therapeutics, Inc.",NASDAQ Global,12.00,"3,333,334",10/15/2021,"$40,000,008",Priced,INKT,"MiNK Therapeutics, Inc.",9/14/2021,"$40,000,008"
1177017-105373,,,,,,,,,,Squarex Pharmaceutical Corp,1/17/2023,"$15,000,000"
1177116-99316,ARCKU,Arbor Rapha Capital Bioholdings Corp. I,NASDAQ Global,10.00,"15,000,000",10/29/2021,"$150,000,000",Priced,ARCKU,Arbor Rapha Capital Bioholdings Corp. I,9/14/2021,"$150,000,000"
1177149-99320,,,,,,,,,REAIU,Renewable Energy Acquisition Corp. /DE/,9/14/2021,"$86,250,000"
1177225-99321,ROSEU,Rose Hill Acquisition Corp,NASDAQ Global,10.00,"12,500,000",10/14/2021,"$125,000,000",Priced,ROSEU,Rose Hill Acquisition Corp,9/15/2021,"$125,000,000"
1177466-99333,IXAQU,IX Acquisition Corp.,NASDAQ Global,10.00,"20,000,000",10/07/2021,"$200,000,000",Priced,IXAQU,IX Acquisition Corp.,9/16/2021,"$200,000,000"
1177549-99337,,,,,,,,,,Keter Group SA,9/16/2021,"$100,000,000"
1177634-99359,IMMX,"Immix Biopharma, Inc.",NASDAQ Capital,5.00,"4,200,000",12/16/2021,"$21,000,000",Priced,IMMX,"Immix Biopharma, Inc.",9/17/2021,"$21,000,000"
1177653-99362,IHS,IHS Holding Ltd,NYSE,21.00,"18,000,000",10/14/2021,"$378,000,000",Priced,IHS,IHS Holding Ltd,9/17/2021,"$378,000,000"
1177772-99384,AVDX,"AvidXchange Holdings, Inc.",NASDAQ Global Select,25.00,"26,400,000",10/13/2021,"$660,000,000",Priced,AVDX,"AvidXchange Holdings, Inc.",9/17/2021,"$660,000,000"
1177773-99385,ENFN,"Enfusion, Inc.",NYSE,17.00,"18,750,000",10/21/2021,"$318,750,000",Priced,ENFN,"Enfusion, Inc.",9/17/2021,"$318,750,000"
1178115-99412,,,,,,,,,,"Yesway, Inc.",9/21/2021,"$100,000,000"
1178116-99413,AERC,"Molekule Group, Inc.",NASDAQ Capital,10.00,"2,500,000",11/24/2021,"$25,000,000",Priced,AERC,"Molekule Group, Inc.",9/21/2021,"$25,000,000"
1178185-100837,DERM,Journey Medical Corp,NASDAQ Capital,10.00,"3,520,000",11/12/2021,"$35,200,000",Priced,DERM,Journey Medical Corp,10/22/2021,"$35,200,000"
1178336-99421,LUCD,Lucid Diagnostics Inc.,NASDAQ Global,14.00,"5,000,000",10/14/2021,"$70,000,000",Priced,LUCD,Lucid Diagnostics Inc.,9/22/2021,"$70,000,000"
1178366-99427,SANBU,Sanaby Health Acquisition Corp. I,NASDAQ Global,10.00,"15,000,000",10/15/2021,"$150,000,000",Priced,SANBU,Sanaby Health Acquisition Corp. I,9/22/2021,"$150,000,000"
1178429-103226,JEWL,Adamas One Corp.,NASDAQ Capital,4.50,"2,450,000",12/09/2022,"$11,025,000",Priced,JEWL,Adamas One Corp.,5/31/2022,"$11,025,000"
1178481-99436,ARIS,"Aris Water Solutions, Inc.",NYSE,13.00,"17,650,000",10/22/2021,"$229,450,000",Priced,ARIS,"Aris Water Solutions, Inc.",9/23/2021,"$229,450,000"
1178659-99449,,,,,,,,,,Henley Park Acquisition Corp.,9/24/2021,"$201,250,000"
1178662-101308,SIDU,Sidus Space Inc.,NASDAQ Capital,5.00,"3,000,000",12/14/2021,"$15,000,000",Priced,SIDU,Sidus Space Inc.,11/23/2021,"$15,000,000"
1178727-99456,VSACU,VISION SENSING ACQUISITION CORP.,NASDAQ Global,10.00,"8,800,000",11/01/2021,"$88,000,000",Priced,VSACU,VISION SENSING ACQUISITION CORP.,9/24/2021,"$88,000,000"
1178731-99457,ZJYL,Jin Medical International Ltd.,NASDAQ Capital,8.00,"1,000,000",3/28/2023,"$8,000,000",Priced,ZJYL,Jin Medical International Ltd.,9/24/2021,"$8,000,000"
1178742-100458,BMAQU,Blockchain Moon Acquisition Corp.,NASDAQ Global,10.00,"10,000,000",10/19/2021,"$100,000,000",Priced,BMAQU,Blockchain Moon Acquisition Corp.,9/24/2021,"$100,000,000"
1178750-100461,ENTFU,Enterprise 4.0 Technology Acquisition Corp,NASDAQ Global,10.00,"26,100,000",10/19/2021,"$261,000,000",Priced,ENTFU,Enterprise 4.0 Technology Acquisition Corp,9/24/2021,"$261,000,000"
1178834-100480,WWACU,"Aeries Technology, Inc.",NASDAQ Global,10.00,"20,000,000",10/20/2021,"$200,000,000",Priced,WWACU,"Aeries Technology, Inc.",9/27/2021,"$200,000,000"
1178917-100482,PTLO,Portillo's Inc.,NASDAQ Global Select,20.00,"20,270,270",10/21/2021,"$405,405,400",Priced,PTLO,Portillo's Inc.,9/27/2021,"$405,405,400"
1178963-100486,HILS,"Tharimmune, Inc.",NASDAQ Capital,4.00,"3,750,000",1/12/2022,"$15,000,000",Priced,HILS,"Tharimmune, Inc.",9/27/2021,"$15,000,000"
1178974-100487,PX,"P10, Inc.",NYSE,12.00,"20,000,000",10/21/2021,"$240,000,000",Priced,PX,"P10, Inc.",9/27/2021,"$240,000,000"
1179009-100496,ESACU,Zeo Energy Corp.,NASDAQ Global,10.00,"24,000,000",10/20/2021,"$240,000,000",Priced,ESACU,Zeo Energy Corp.,9/28/2021,"$240,000,000"
1179024-100499,FLNC,"Fluence Energy, Inc.",NASDAQ Global Select,28.00,"31,000,000",10/28/2021,"$868,000,000",Priced,FLNC,"Fluence Energy, Inc.",9/28/2021,"$868,000,000"
1179177-100511,PGSSU,Pegasus Digital Mobility Acquisition Corp.,NYSE,10.00,"20,000,000",10/22/2021,"$200,000,000",Priced,PGSSU,Pegasus Digital Mobility Acquisition Corp.,9/28/2021,"$200,000,000"
1179178-100512,PEPLU,PepperLime Health Acquisition Corp,NASDAQ Global,10.00,"15,000,000",10/15/2021,"$150,000,000",Priced,PEPLU,PepperLime Health Acquisition Corp,9/28/2021,"$150,000,000"
1179298-100526,TMTCU,TMT Acquisition Corp.,NASDAQ Global,10.00,"6,000,000",3/28/2023,"$60,000,000",Priced,TMTCU,TMT Acquisition Corp.,9/29/2021,"$60,000,000"
1179329-100529,,,,,,,,,,"Ensemble Health Partners, Inc.",9/29/2021,"$746,350,000"
1179332-100531,,,,,,,,,,Hexion Holdings Corp,9/29/2021,"$100,000,000"
1179510-100545,SMAPU,"MultiSensor AI Holdings, Inc.",NASDAQ Global,10.00,"10,000,000",10/19/2021,"$100,000,000",Priced,SMAPU,"MultiSensor AI Holdings, Inc.",9/30/2021,"$100,000,000"
1179587-100555,,,,,,,,,XYGJU,Fortune Joy International Acquisition Corp,9/30/2021,"$69,000,000"
1179752-100568,INFA,Informatica Inc.,NYSE,29.00,"29,000,000",10/27/2021,"$841,000,000",Priced,INFA,Informatica Inc.,10/01/2021,"$841,000,000"
1179767-107817,ELAB,PMGC Holdings Inc.,NASDAQ Capital,4.00,"1,500,000",11/21/2023,"$6,000,000",Priced,ELAB,PMGC Holdings Inc.,9/29/2023,"$6,000,000"
1179768-100577,,,,,,,,,,"Candela Medical, Inc.",10/01/2021,"$304,411,752"
1179770-100578,LVACU,LAVA Medtech Acquisition Corp.,NASDAQ Global,10.00,"10,000,000",10/27/2021,"$100,000,000",Priced,LVACU,LAVA Medtech Acquisition Corp.,10/01/2021,"$100,000,000"
1179773-100582,ADALU,Anthemis Digital Acquisitions I Corp,NASDAQ Global Select,10.00,"20,000,000",10/28/2021,"$200,000,000",Priced,ADALU,Anthemis Digital Acquisitions I Corp,10/01/2021,"$200,000,000"
1179776-100584,,,,,,,,,,Verity Acquisition Corp,10/01/2021,"$201,250,000"
1179785-100585,RIVN,"Rivian Automotive, Inc. / DE",NASDAQ Global Select,78.00,"153,000,000",11/10/2021,"$11,934,000,000",Priced,RIVN,"Rivian Automotive, Inc. / DE",10/01/2021,"$11,934,000,000"
1179840-100587,LGVCU,LAMF Global Ventures Corp. I,NASDAQ Global,10.00,"22,000,000",11/11/2021,"$220,000,000",Priced,LGVCU,LAMF Global Ventures Corp. I,10/04/2021,"$220,000,000"
1179966-100600,ARHS,"Arhaus, Inc.",NASDAQ Global Select,13.00,"12,903,226",11/04/2021,"$167,741,938",Priced,ARHS,"Arhaus, Inc.",10/04/2021,"$167,741,938"
1179996-100605,DTC,"Solo Brands, Inc.",NYSE,17.00,"12,903,225",10/28/2021,"$219,354,825",Priced,DTC,"Solo Brands, Inc.",10/04/2021,"$219,354,825"
1180053-100611,XFINU,ExcelFin Acquisition Corp.,NASDAQ Global,10.00,"20,000,000",10/21/2021,"$200,000,000",Priced,XFINU,ExcelFin Acquisition Corp.,10/05/2021,"$200,000,000"
1180056-100613,PHYTU,Pyrophyte Acquisition Corp.,NYSE,10.00,"17,500,000",10/27/2021,"$175,000,000",Priced,PHYTU,Pyrophyte Acquisition Corp.,10/05/2021,"$175,000,000"
1180196-100628,AIRS,"Airsculpt Technologies, Inc.",NASDAQ Global,11.00,"7,000,000",10/29/2021,"$77,000,000",Priced,AIRS,"Airsculpt Technologies, Inc.",10/05/2021,"$77,000,000"
1180254-100637,HRT,HireRight Holdings Corp,NYSE,19.00,"22,222,222",10/29/2021,"$422,222,218",Priced,HRT,HireRight Holdings Corp,10/06/2021,"$422,222,218"
1180262-101725,,,,,,,,,,"Opti-Harvest, Inc.",1/04/2022,"$19,500,000"
1180262-104095,,,,,,,,,,"Opti-Harvest, Inc.",8/31/2022,"$10,350,000.00"
1180262-106943,,,,,,,,,,"Opti-Harvest, Inc.",6/26/2023,"$12,651,897.50"
1180320-100639,IOACU,"Zoomcar Holdings, Inc.",NASDAQ Global,10.00,"20,000,000",10/27/2021,"$200,000,000",Priced,IOACU,"Zoomcar Holdings, Inc.",10/06/2021,"$200,000,000"
1180372-100641,OLITU,"SYNTEC OPTICS HOLDINGS, INC.",NASDAQ Global,10.00,"12,500,000",11/09/2021,"$125,000,000",Priced,OLITU,"SYNTEC OPTICS HOLDINGS, INC.",10/06/2021,"$125,000,000"
1180384-100647,ICNCU,Iconic Sports Acquisition Corp.,NYSE,10.00,"30,000,000",10/22/2021,"$300,000,000",Priced,ICNCU,Iconic Sports Acquisition Corp.,10/06/2021,"$300,000,000"
1180396-100652,STRN,"Stran & Company, Inc.",NASDAQ Capital,4.15,"4,337,349",11/09/2021,"$17,999,998",Priced,STRN,"Stran & Company, Inc.",10/07/2021,"$17,999,998"
1180401-100650,NVCT,"Nuvectis Pharma, Inc.",NASDAQ Capital,5.00,"3,200,000",2/04/2022,"$16,000,000",Priced,NVCT,"Nuvectis Pharma, Inc.",10/06/2021,"$16,000,000"
1180417-100651,PIK,KIDPIK CORP.,NASDAQ Capital,8.50,"2,117,647",11/11/2021,"$18,000,000",Priced,PIK,KIDPIK CORP.,10/06/2021,"$18,000,000"
1180551-100654,ONYXU,Onyx Acquisition Co. I,NASDAQ Global,10.00,"23,000,000",11/03/2021,"$230,000,000",Priced,ONYXU,Onyx Acquisition Co. I,10/07/2021,"$230,000,000"
1180609-100656,,,,,,,,,,"FlexEnergy Green Solutions, Inc.",10/07/2021,"$25,555,550"
1180612-100658,LGSTU,Tevogen Bio Holdings Inc.,NASDAQ Global,10.00,"30,000,000",11/04/2021,"$300,000,000",Priced,LGSTU,Tevogen Bio Holdings Inc.,10/07/2021,"$300,000,000"
1180656-100664,MCAGU,Mountain Crest Acquisition Corp. V,NASDAQ Global,10.00,"6,000,000",11/12/2021,"$60,000,000",Priced,MCAGU,Mountain Crest Acquisition Corp. V,10/07/2021,"$60,000,000"
1180914-105343,,,,,,,,,RVGO,"RVELOCITY, INC.",1/13/2023,"$21,562,500"
1180915-100670,,,,,,,,,,Delimobil Holding S.A.,10/08/2021,"$276,000,000"
1180969-100684,,,,,,,,,,Desert Peak Minerals Inc.,10/08/2021,"$264,500,000"
1180974-100685,USCTU,Roth CH Acquisition Co.,NASDAQ Global,10.00,"20,000,000",10/27/2021,"$200,000,000",Priced,USCTU,Roth CH Acquisition Co.,10/08/2021,"$200,000,000"
1180981-100687,,,,,,,,,DCREU,Decarbonization Plus Acquisition Corp V,10/08/2021,"$316,250,000"
1180981-108036,ANSCU,Agriculture & Natural Solutions Acquisition Corp,NASDAQ Global,10.00,"30,000,000",11/09/2023,"$300,000,000",Priced,ANSCU,Agriculture & Natural Solutions Acquisition Corp,10/24/2023,"$300,000,000"
1180988-100688,OHAAU,Opy Acquisition Corp. I,NASDAQ Global,10.00,"11,000,000",10/27/2021,"$110,000,000",Priced,OHAAU,Opy Acquisition Corp. I,10/08/2021,"$110,000,000"
1181064-100875,,,,,,,,,,"Com2000, Inc.",10/25/2021,"$150,000"
1181072-101572,CINC,"CinCor Pharma, Inc.",NASDAQ Global,16.00,"12,100,000",1/07/2022,"$193,600,000",Priced,CINC,"CinCor Pharma, Inc.",12/17/2021,"$193,600,000"
1181200-100704,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",NASDAQ Global,16.00,"5,750,000",11/11/2021,"$92,000,000",Priced,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",10/12/2021,"$92,000,000"
1181222-100707,GVCIU,Green Visor Financial Technology Acquisition Corp I,NASDAQ Global,10.00,"17,400,000",11/09/2021,"$174,000,000",Priced,GVCIU,Green Visor Financial Technology Acquisition Corp I,10/12/2021,"$174,000,000"
1181225-100710,RGF,"Real Good Food Company, Inc.",NASDAQ Global,12.00,"5,333,333",11/05/2021,"$63,999,996",Priced,RGF,"Real Good Food Company, Inc.",10/12/2021,"$63,999,996"
1181259-100711,IQMDU,Intelligent Medicine Acquisition Corp.,NASDAQ Global,10.00,"18,000,000",11/05/2021,"$180,000,000",Priced,IQMDU,Intelligent Medicine Acquisition Corp.,10/13/2021,"$180,000,000"
1181335-100714,MDXH,MDxHealth SA,NASDAQ Capital,12.00,"3,750,000",11/04/2021,"$45,000,000",Priced,MDXH,MDxHealth SA,10/13/2021,"$45,000,000"
1181434-100719,CIAN,Cian PLC,NYSE,16.00,"18,213,400",11/05/2021,"$291,414,400",Priced,CIAN,Cian PLC,10/13/2021,"$291,414,400"
1181436-100720,MPRAU,Mercato Partners Acquisition Corp,NASDAQ Global,10.00,"20,000,000",11/04/2021,"$200,000,000",Priced,MPRAU,Mercato Partners Acquisition Corp,10/13/2021,"$200,000,000"
1181505-100724,DHACU,"VSEE HEALTH, INC.",NASDAQ Global,10.00,"10,000,000",11/04/2021,"$100,000,000",Priced,DHACU,"VSEE HEALTH, INC.",10/14/2021,"$100,000,000"
1181592-100730,TLGYU,TLGY ACQUISITION CORP,NASDAQ Global,10.00,"20,000,000",12/01/2021,"$200,000,000",Priced,TLGYU,TLGY ACQUISITION CORP,10/14/2021,"$200,000,000"
1181639-112636,,,,,,,,,,"Odyssey Therapeutics, Inc.",1/17/2025,"$100,000,000"
1181647-100735,MSSAU,Metal Sky Star Acquisition Corp,NASDAQ Global,10.00,"10,000,000",4/01/2022,"$100,000,000",Priced,MSSAU,Metal Sky Star Acquisition Corp,10/14/2021,"$100,000,000"
1181726-100739,FNVTU,Finnovate Acquisition Corp.,NASDAQ Global,10.00,"15,000,000",11/04/2021,"$150,000,000",Priced,FNVTU,Finnovate Acquisition Corp.,10/15/2021,"$150,000,000"
1181796-100746,,,,,,,,,,Milan Laser Inc.,10/15/2021,"$100,000,000"
1181832-100748,,,,,,,,,BXHAU,Bombax Healthcare Acquisition Corp,10/15/2021,"$57,500,000"
1181912-100762,CINT,CI&T Inc,NYSE,15.00,"13,043,478",11/10/2021,"$195,652,170",Priced,CINT,CI&T Inc,10/15/2021,"$195,652,170"
1181928-100768,IOBT,"IO Biotech, Inc.",NASDAQ Global,14.00,"7,150,000",11/05/2021,"$100,100,000",Priced,IOBT,"IO Biotech, Inc.",10/15/2021,"$100,100,000"
1181932-100770,SCUAU,Sculptor Acquisition Corp I,NYSE,10.00,"20,000,000",12/09/2021,"$200,000,000",Priced,SCUAU,Sculptor Acquisition Corp I,10/15/2021,"$200,000,000"
1181945-100771,TOACU,Talon 1 Acquisition Corp,NASDAQ Global,10.00,"20,000,000",11/04/2021,"$200,000,000",Priced,TOACU,Talon 1 Acquisition Corp,10/18/2021,"$200,000,000"
1181977-100774,,,,,,,,,VDNT,VERDANT EARTH TECHNOLOGIES LTD,10/18/2021,"$64,687,500"
1182016-100779,,,,,,,,,,"Trajector, Inc",10/18/2021,"$100,000,000"
1182104-100786,,,,,,,,,,"BrightSpring Health Services, Inc.",10/18/2021,"$100,000,000"
1182104-108703,BTSG,"BrightSpring Health Services, Inc.",NASDAQ Global Select,13.00,"53,333,334",1/26/2024,"$693,333,342",Priced,BTSG,"BrightSpring Health Services, Inc.",1/02/2024,"$693,333,342"
1182126-100788,,,,,,,,,,"KinderCare Learning Companies, Inc.",10/18/2021,"$100,000,000"
1182126-111360,KLC,"KinderCare Learning Companies, Inc.",NYSE,24.00,"24,000,000",10/09/2024,"$576,000,000",Priced,KLC,"KinderCare Learning Companies, Inc.",9/06/2024,"$576,000,000"
1182127-100789,NRSN,NeuroSense Therapeutics Ltd.,NASDAQ Capital,6.00,"2,000,000",12/09/2021,"$12,000,000",Priced,NRSN,NeuroSense Therapeutics Ltd.,10/18/2021,"$12,000,000"
1182154-100791,,,,,,,,,,Blue Water Acquisition Corp. II,10/19/2021,"$86,250,000"
1182187-104121,CTM,"Castellum, Inc.",NYSE MKT,2.00,"1,500,000",10/13/2022,"$3,000,000",Priced,CTM,"Castellum, Inc.",9/02/2022,"$3,000,000"
1182191-100792,MNTNU,Everest Consolidator Acquisition Corp,NYSE,10.00,"15,000,000",11/24/2021,"$150,000,000",Priced,MNTNU,Everest Consolidator Acquisition Corp,10/19/2021,"$150,000,000"
1182330-100795,RRACU,Rigel Resource Acquisition Corp.,NYSE,10.00,"27,500,000",11/05/2021,"$275,000,000",Priced,RRACU,Rigel Resource Acquisition Corp.,10/19/2021,"$275,000,000"
1182334-100796,MYNA,Mynaric AG,NASDAQ Global Select,16.50,"4,000,000",11/12/2021,"$66,000,000",Priced,MYNA,Mynaric AG,10/19/2021,"$66,000,000"
1182378-100799,MAAQU,"Cardio Diagnostics Holdings, Inc.",NASDAQ Global,10.00,"6,200,000",11/23/2021,"$62,000,000",Priced,MAAQU,"Cardio Diagnostics Holdings, Inc.",10/19/2021,"$62,000,000"
1182424-100805,,,,,,,,,ARACU,Artemis Acquisition Corp./DE,10/20/2021,"$230,000,000"
1182434-100803,SVNAU,7 Acquisition Corp,NASDAQ Global,10.00,"20,000,000",11/05/2021,"$200,000,000",Priced,SVNAU,7 Acquisition Corp,10/20/2021,"$200,000,000"
1182696-100812,WAVSU,"Cycurion, Inc.",NASDAQ Global,10.00,"10,000,000",1/12/2022,"$100,000,000",Priced,WAVSU,"Cycurion, Inc.",10/20/2021,"$100,000,000"
1182775-105335,GPCR,Structure Therapeutics Inc.,NASDAQ Global,15.00,"10,740,000",2/03/2023,"$161,100,000",Priced,GPCR,Structure Therapeutics Inc.,1/12/2023,"$161,100,000"
1183234-100828,GDNRU,Gardiner Healthcare Acquisitions Corp.,NASDAQ Global,10.00,"7,500,000",12/22/2021,"$75,000,000",Priced,GDNRU,Gardiner Healthcare Acquisitions Corp.,10/22/2021,"$75,000,000"
1183240-100917,,,,,,,,,,"Rhodium Enterprises, Inc.",10/29/2021,"$123,846,142"
1183302-100831,GAQ'U,Generation Asia I Acquisition Ltd,NYSE,10.00,"20,000,000",1/20/2022,"$200,000,000",Priced,GAQ'U,Generation Asia I Acquisition Ltd,10/22/2021,"$200,000,000"
1183305-100832,SEV,Sono Group N.V.,NASDAQ Global,15.00,"10,000,000",11/17/2021,"$150,000,000",Priced,SEV,Sono Group N.V.,10/22/2021,"$150,000,000"
1183319-100834,FXCOU,Financial Strategies Acquisition Corp.,NASDAQ Global,10.00,"8,700,000",12/10/2021,"$87,000,000",Priced,FXCOU,Financial Strategies Acquisition Corp.,10/22/2021,"$87,000,000"
1183353-100847,,,,,,,,,RDTXU,Roman DBDR Tech Acquisition Corp. II,10/22/2021,"$247,250,000"
1183369-100849,VMGAU,VMG Consumer Acquisition Corp.,NASDAQ Global,10.00,"20,000,000",11/11/2021,"$200,000,000",Priced,VMGAU,VMG Consumer Acquisition Corp.,10/22/2021,"$200,000,000"
1183390-100856,DPCSU,DP Cap Acquisition Corp I,NASDAQ Global,10.00,"20,000,000",11/09/2021,"$200,000,000",Priced,DPCSU,DP Cap Acquisition Corp I,10/22/2021,"$200,000,000"
1183422-100857,RCFAU,Perception Capital Corp. IV,NYSE,10.00,"20,000,000",11/10/2021,"$200,000,000",Priced,RCFAU,Perception Capital Corp. IV,10/25/2021,"$200,000,000"
1183455-100859,,,,,,,,,,Sunfire Acquisition Corp Ltd,10/25/2021,"$115,000,000"
1183565-101646,MGAM,"Mobile Global Esports, Inc.",NASDAQ Capital,4.00,"1,500,000",7/29/2022,"$6,000,000",Priced,MGAM,"Mobile Global Esports, Inc.",12/23/2021,"$6,000,000"
1183587-100871,JGGCU,Jaguar Global Growth Corp I,NASDAQ Global,10.00,"20,000,000",2/11/2022,"$200,000,000",Priced,JGGCU,Jaguar Global Growth Corp I,10/25/2021,"$200,000,000"
1183593-100874,IREN,IREN Ltd,NASDAQ Global Select,28.00,"8,269,231",11/17/2021,"$231,538,468",Priced,IREN,IREN Ltd,10/25/2021,"$231,538,468"
