dealID,proposedTickerSymbol_x,companyName_x,proposedExchange,proposedSharePrice,sharesOffered,pricedDate,dollarValueOfSharesOffered_x,dealStatus,proposedTickerSymbol_y,companyName_y,filedDate,dollarValueOfSharesOffered_y
1183600-100876,TCBP,TC BioPharm (Holdings) plc,NASDAQ Capital,4.25,"4,117,648",2/11/2022,"$17,500,004",Priced,TCBP,TC BioPharm (Holdings) plc,10/26/2021,"$17,500,004"
1183651-100878,,,,,,,,,NWACU,Namaste World Acquisition Corp,10/26/2021,"$115,000,000"
1183705-114672,,,,,,,,,INNP,INNOCAN PHARMA Corp,7/23/2025,"$17,471,166"
1183793-100880,SUACU,ShoulderUP Technology Acquisition Corp.,NYSE,10.00,"26,500,000",11/17/2021,"$265,000,000",Priced,SUACU,ShoulderUP Technology Acquisition Corp.,10/26/2021,"$265,000,000"
1183806-100881,REFI,"Chicago Atlantic Real Estate Finance, Inc.",NASDAQ Global,16.00,"6,250,000",12/08/2021,"$100,000,000",Priced,REFI,"Chicago Atlantic Real Estate Finance, Inc.",10/26/2021,"$100,000,000"
1183893-100889,CMCAU,Piermont Valley Acquisition Corp,NASDAQ Global,10.00,"20,000,000",12/01/2021,"$200,000,000",Priced,CMCAU,Piermont Valley Acquisition Corp,10/27/2021,"$200,000,000"
1184149-100902,HOUR,"Hour Loop, Inc",NASDAQ Capital,4.00,"1,500,000",1/07/2022,"$6,000,000",Priced,HOUR,"Hour Loop, Inc",10/28/2021,"$6,000,000"
1184150-100903,LFACU,LF Capital Acquisition Corp. II,NASDAQ Global,10.00,"22,500,000",11/17/2021,"$225,000,000",Priced,LFACU,LF Capital Acquisition Corp. II,10/28/2021,"$225,000,000"
1184414-100913,,,,,,,,,,Agendia N.V.,10/28/2021,"$75,000,000"
1184653-100928,AIBBU,AIB Acquisition Corp,NASDAQ Global,10.00,"7,500,000",1/19/2022,"$75,000,000",Priced,AIBBU,AIB Acquisition Corp,10/29/2021,"$75,000,000"
1184725-100939,SGIIU,Seaport Global Acquisition II Corp.,NASDAQ Global,10.00,"12,500,000",11/17/2021,"$125,000,000",Priced,SGIIU,Seaport Global Acquisition II Corp.,11/01/2021,"$125,000,000"
1184732-100942,ARIZU,Arisz Acquisition Corp.,NASDAQ Global,10.00,"6,000,000",11/18/2021,"$60,000,000",Priced,ARIZU,Arisz Acquisition Corp.,11/01/2021,"$60,000,000"
1184739-100944,,,,,,,,,,Pomelo Acquisition Corp Ltd,11/01/2021,"$86,250,000"
1184740-100945,,,,,,,,,,EF HUTTON ACQUISITION CORP.,11/01/2021,"$143,750,000"
1184818-114632,BLSH,Bullish,NYSE,37.00,"30,000,000",8/13/2025,"$1,110,000,000",Priced,BLSH,Bullish,7/18/2025,"$1,110,000,000"
1184846-100959,JWACU,Jupiter Wellness Acquisition Corp.,NASDAQ Global,10.00,"12,000,000",12/07/2021,"$120,000,000",Priced,JWACU,Jupiter Wellness Acquisition Corp.,11/01/2021,"$120,000,000"
1184855-100961,MTEK,Maris Tech Ltd.,NASDAQ Capital,4.20,"3,690,477",2/02/2022,"$15,500,003",Priced,MTEK,Maris Tech Ltd.,11/01/2021,"$15,500,003"
1185113-100979,NFNTU,Infinite Acquisition Corp.,NYSE,10.00,"24,000,000",11/19/2021,"$240,000,000",Priced,NFNTU,Infinite Acquisition Corp.,11/03/2021,"$240,000,000"
1185200-100984,ALORU,ALSP Orchid Acquisition Corp I,NASDAQ Global,10.00,"15,000,000",11/19/2021,"$150,000,000",Priced,ALORU,ALSP Orchid Acquisition Corp I,11/03/2021,"$150,000,000"
1185227-100986,WEL'U,Integrated Wellness Acquisition Corp,NYSE,10.00,"10,000,000",12/09/2021,"$100,000,000",Priced,WEL'U,Integrated Wellness Acquisition Corp,11/03/2021,"$100,000,000"
1185262-100996,,,,,,,,,ECOAU,Energy Cloud I Acquisition Corp,11/03/2021,"$86,250,000"
1185275-100998,,,,,,,,,SMSA,"Samsara Vision, Inc",11/03/2021,"$20,125,000"
1185365-101002,VHNAU,Roadzen Inc.,NASDAQ Global,10.00,"17,400,000",11/23/2021,"$174,000,000",Priced,VHNAU,Roadzen Inc.,11/04/2021,"$174,000,000"
1185727-101032,LGTOU,"Southland Holdings, Inc.",NASDAQ Global,10.00,"24,000,000",11/22/2021,"$240,000,000",Priced,LGTOU,"Southland Holdings, Inc.",11/05/2021,"$240,000,000"
1185747-101037,ADRTU,Ault Disruptive Technologies Corp,NYSE MKT,10.00,"10,000,000",12/16/2021,"$100,000,000",Priced,ADRTU,Ault Disruptive Technologies Corp,11/05/2021,"$100,000,000"
1185794-101049,,,,,,,,,EGACU,Europa Growth Acquisition Co,11/05/2021,"$270,250,000"
1185833-101057,GEEXU,Games & Esports Experience Acquisition Corp.,NASDAQ Global,10.00,"17,500,000",12/02/2021,"$175,000,000",Priced,GEEXU,Games & Esports Experience Acquisition Corp.,11/08/2021,"$175,000,000"
1185945-101067,,,,,,,,,,BlockFi Bitcoin ETF,11/08/2021,"$1,000,000"
1185994-101075,,,,,,,,,,"TypTap Insurance Group, Inc.",11/08/2021,"$100,000,000"
1186081-101086,ROCAU,Drilling Tools International Corp,NASDAQ Global,10.00,"18,000,000",12/02/2021,"$180,000,000",Priced,ROCAU,Drilling Tools International Corp,11/09/2021,"$180,000,000"
1186114-101088,BOCNU,Blue Ocean Acquisition Corp,NASDAQ Global,10.00,"16,500,000",12/03/2021,"$165,000,000",Priced,BOCNU,Blue Ocean Acquisition Corp,11/09/2021,"$165,000,000"
1186183-101092,,,,,,,,,,Bubblr Inc.,11/09/2021,"$20,000,000"
1186285-101095,ROCLU,Roth CH Acquisition V Co.,NASDAQ Global,10.00,"10,000,000",12/01/2021,"$100,000,000",Priced,ROCLU,Roth CH Acquisition V Co.,11/09/2021,"$100,000,000"
11863-112520,SFD,SMITHFIELD FOODS INC,NASDAQ Global Select,20.00,"26,086,958",1/28/2025,"$521,739,160",Priced,SFD,SMITHFIELD FOODS INC,1/06/2025,"$521,739,160"
1186318-101105,GNTA,Genenta Science S.p.A.,NASDAQ Capital,11.50,"2,400,000",12/15/2021,"$27,600,000",Priced,GNTA,Genenta Science S.p.A.,11/09/2021,"$27,600,000"
1186549-101122,UTAAU,UTA Acquisition Corp,NASDAQ Global,10.00,"20,000,000",12/02/2021,"$200,000,000",Priced,UTAAU,UTA Acquisition Corp,11/10/2021,"$200,000,000"
1186688-101140,,,,,,,,,,"Rue Gilt Groupe, Inc.",11/12/2021,"$100,000,000"
1186790-101143,PACIU,"Volato Group, Inc.",NYSE,10.00,"24,000,000",12/01/2021,"$240,000,000",Priced,PACIU,"Volato Group, Inc.",11/12/2021,"$240,000,000"
1186827-101151,FSHPU,Flag Ship Acquisition Corp,NASDAQ Global,10.00,"6,000,000",6/18/2024,"$60,000,000",Priced,FSHPU,Flag Ship Acquisition Corp,11/12/2021,"$60,000,000"
1186848-101160,VINE,"AMAZE HOLDINGS, INC.",NYSE MKT,10.00,"2,200,000",12/14/2021,"$22,000,000",Priced,VINE,"AMAZE HOLDINGS, INC.",11/12/2021,"$22,000,000"
1186861-101167,DAOOU,Crypto 1 Acquisition Corp,NASDAQ Global,10.00,"20,000,000",12/07/2021,"$200,000,000",Priced,DAOOU,Crypto 1 Acquisition Corp,11/12/2021,"$200,000,000"
1186863-101168,EVE'U,EVe Mobility Acquisition Corp,NYSE,10.00,"22,000,000",12/15/2021,"$220,000,000",Priced,EVE'U,EVe Mobility Acquisition Corp,11/12/2021,"$220,000,000"
1186892-101170,STETU,ST Energy Transition I Ltd.,NYSE,10.00,"25,000,000",12/03/2021,"$250,000,000",Priced,STETU,ST Energy Transition I Ltd.,11/15/2021,"$250,000,000"
1186914-101172,DRCT,"Direct Digital Holdings, Inc.",NASDAQ Capital,5.50,"2,800,000",2/11/2022,"$15,400,000",Priced,DRCT,"Direct Digital Holdings, Inc.",11/15/2021,"$15,400,000"
1186972-101175,,,,,,,,,SIGQU,Sieger Healthcare Acquisition Corp,11/15/2021,"$86,250,000"
1187050-109226,,,,,,,,,,Rubber Leaf Inc,2/23/2024,"$19,440,000"
1187148-101188,,,,,,,,,,Coforge Ltd,11/15/2021,"$100,000,000"
1187167-101192,MTVCU,Motive Capital Corp II,NYSE,10.00,"30,000,000",12/07/2021,"$300,000,000",Priced,MTVCU,Motive Capital Corp II,11/15/2021,"$300,000,000"
1187229-101200,CITEU,Cartica Acquisition Corp,NASDAQ Global,10.00,"20,000,000",1/05/2022,"$200,000,000",Priced,CITEU,Cartica Acquisition Corp,11/16/2021,"$200,000,000"
1187349-101211,NUBIU,Solidion Technology Inc.,NASDAQ Global,10.00,"11,000,000",3/11/2022,"$110,000,000",Priced,NUBIU,Solidion Technology Inc.,11/16/2021,"$110,000,000"
1187381-101222,,,,,,,,,,"Fogo Hospitality, Inc.",11/16/2021,"$100,000,000"
1187437-101224,BPACU,Bullpen Parlay Acquisition Co,NASDAQ Global,10.00,"20,000,000",12/03/2021,"$200,000,000",Priced,BPACU,Bullpen Parlay Acquisition Co,11/17/2021,"$200,000,000"
1187501-101230,,,,,,,,,,Chobani Inc.,11/17/2021,"$100,000,000"
1187814-101251,XPDBU,AirJoule Technologies Corp.,NASDAQ Global,10.00,"25,000,000",12/10/2021,"$250,000,000",Priced,XPDBU,AirJoule Technologies Corp.,11/18/2021,"$250,000,000"
1187876-101254,HAIAU,Healthcare AI Acquisition Corp.,NASDAQ Global,10.00,"20,000,000",12/10/2021,"$200,000,000",Priced,HAIAU,Healthcare AI Acquisition Corp.,11/19/2021,"$200,000,000"
1187890-101255,CLINU,"Alternus Clean Energy, Inc.",NASDAQ Global,10.00,"20,000,000",2/24/2022,"$200,000,000",Priced,CLINU,"Alternus Clean Energy, Inc.",11/19/2021,"$200,000,000"
1187952-101260,GLLIU,GLOBALINK INVESTMENT INC.,NASDAQ Global,10.00,"10,000,000",12/07/2021,"$100,000,000",Priced,GLLIU,GLOBALINK INVESTMENT INC.,11/19/2021,"$100,000,000"
1187989-114102,SLDE,"Slide Insurance Holdings, Inc.",NASDAQ Global Select,17.00,"24,000,000",6/18/2025,"$408,000,000",Priced,SLDE,"Slide Insurance Holdings, Inc.",5/23/2025,"$408,000,000"
1188010-101280,,,,,,,,,,"Agora Digital Holdings, Inc.",11/19/2021,"$57,500,000"
1188014-101281,APXIU,APx Acquisition Corp. I,NASDAQ Global,10.00,"15,000,000",12/07/2021,"$150,000,000",Priced,APXIU,APx Acquisition Corp. I,11/19/2021,"$150,000,000"
1188020-101283,CXACU,C5 Acquisition Corp,NYSE,10.00,"25,000,000",1/07/2022,"$250,000,000",Priced,CXACU,C5 Acquisition Corp,11/19/2021,"$250,000,000"
1188022-101284,GGAAU,NeuroMind AI Corp.,NASDAQ Global,10.00,"22,000,000",12/09/2021,"$220,000,000",Priced,GGAAU,NeuroMind AI Corp.,11/19/2021,"$220,000,000"
1188055-101286,EMLDU,"Fold Holdings, Inc.",NASDAQ Global,10.00,"22,000,000",12/16/2021,"$220,000,000",Priced,EMLDU,"Fold Holdings, Inc.",11/22/2021,"$220,000,000"
1188060-101288,PFHC,ProFrac Holding Corp.,NASDAQ Global Select,18.00,"16,000,000",5/13/2022,"$288,000,000",Priced,PFHC,ProFrac Holding Corp.,11/22/2021,"$288,000,000"
1188255-101299,,,,,,,,,ICGCU,Igniting Consumer Growth Acquisition Co Ltd,11/22/2021,"$230,000,000"
1188276-101309,ATEKU,Athena Technology Acquisition Corp. II,NYSE,10.00,"25,000,000",12/10/2021,"$250,000,000",Priced,ATEKU,Athena Technology Acquisition Corp. II,11/23/2021,"$250,000,000"
1188403-101313,IVCBU,Investcorp Europe Acquisition Corp I,NASDAQ Global,10.00,"30,000,000",12/15/2021,"$300,000,000",Priced,IVCBU,Investcorp Europe Acquisition Corp I,11/23/2021,"$300,000,000"
1188448-101320,FRBNU,Forbion European Acquisition Corp.,NASDAQ Global,10.00,"11,000,000",12/10/2021,"$110,000,000",Priced,FRBNU,Forbion European Acquisition Corp.,11/23/2021,"$110,000,000"
1188510-101325,PPYAU,Papaya Growth Opportunity Corp. I,NASDAQ Global,10.00,"25,000,000",1/14/2022,"$250,000,000",Priced,PPYAU,Papaya Growth Opportunity Corp. I,11/24/2021,"$250,000,000"
1188533-101328,PRLHU,Pearl Holdings Acquisition Corp,NASDAQ Global,10.00,"17,500,000",12/15/2021,"$175,000,000",Priced,PRLHU,Pearl Holdings Acquisition Corp,11/24/2021,"$175,000,000"
1188572-101334,AHRNU,Ahren Acquisition Corp.,NASDAQ Global,10.00,"27,500,000",12/15/2021,"$275,000,000",Priced,AHRNU,Ahren Acquisition Corp.,11/24/2021,"$275,000,000"
1188625-101339,HMACU,Hainan Manaslu Acquisition Corp.,NASDAQ Global,10.00,"6,000,000",8/11/2022,"$60,000,000",Priced,HMACU,Hainan Manaslu Acquisition Corp.,11/24/2021,"$60,000,000"
1188651-101344,RCACU,Revelstone Capital Acquisition Corp.,NASDAQ Global,10.00,"15,000,000",12/17/2021,"$150,000,000",Priced,RCACU,Revelstone Capital Acquisition Corp.,11/24/2021,"$150,000,000"
1188655-101346,,,,,,,,,,Virtuoso Acquisition Corp. 2,11/24/2021,"$230,000,000"
1188678-101352,LATGU,Chenghe Acquisition I Co.,NASDAQ Global,10.00,"13,000,000",1/25/2022,"$130,000,000",Priced,LATGU,Chenghe Acquisition I Co.,11/24/2021,"$130,000,000"
1188690-101356,SHAPU,Spree Acquisition Corp. 1 Ltd,NYSE,10.00,"17,500,000",12/16/2021,"$175,000,000",Priced,SHAPU,Spree Acquisition Corp. 1 Ltd,11/24/2021,"$175,000,000"
1188691-101359,GFGDU,Growth for Good Acquisition Corp,NASDAQ Global,10.00,"22,000,000",12/10/2021,"$220,000,000",Priced,GFGDU,Growth for Good Acquisition Corp,11/24/2021,"$220,000,000"
1188693-101360,PORTU,"Angel Studios, Inc.",NYSE,10.00,"20,000,000",12/10/2021,"$200,000,000",Priced,PORTU,"Angel Studios, Inc.",11/24/2021,"$200,000,000"
1188707-101362,HMA'U,Heartland Media Acquisition Corp.,NYSE,10.00,"17,500,000",1/21/2022,"$175,000,000",Priced,HMA'U,Heartland Media Acquisition Corp.,11/26/2021,"$175,000,000"
1188716-101368,BFACU,Battery Future Acquisition Corp.,NYSE,10.00,"30,000,000",12/15/2021,"$300,000,000",Priced,BFACU,Battery Future Acquisition Corp.,11/26/2021,"$300,000,000"
1188754-101378,PEV,PHOENIX MOTOR INC.,NASDAQ Capital,7.50,"2,100,000",6/08/2022,"$15,750,000",Priced,PEV,PHOENIX MOTOR INC.,11/29/2021,"$15,750,000"
1188791-101974,AKAN,AKANDA CORP.,NASDAQ Capital,4.00,"4,000,000",3/15/2022,"$16,000,000",Priced,AKAN,AKANDA CORP.,1/31/2022,"$16,000,000"
1188965-101886,XPON,Expion360 Inc.,NASDAQ Capital,7.00,"2,145,000",4/01/2022,"$15,015,000",Priced,XPON,Expion360 Inc.,1/21/2022,"$15,015,000"
1189364-101399,APCAU,AP Acquisition Corp,NYSE,10.00,"15,000,000",12/17/2021,"$150,000,000",Priced,APCAU,AP Acquisition Corp,12/01/2021,"$150,000,000"
1189625-101410,ACABU,"Abpro Holdings, Inc.",NASDAQ Global,10.00,"26,100,000",1/14/2022,"$261,000,000",Priced,ACABU,"Abpro Holdings, Inc.",12/02/2021,"$261,000,000"
1189691-101417,WTMAU,Welsbach Technology Metals Acquisition Corp.,NASDAQ Global,10.00,"7,500,000",12/28/2021,"$75,000,000",Priced,WTMAU,Welsbach Technology Metals Acquisition Corp.,12/02/2021,"$75,000,000"
1189954-101432,DUETU,DUET Acquisition Corp.,NASDAQ Global,10.00,"7,500,000",1/20/2022,"$75,000,000",Priced,DUETU,DUET Acquisition Corp.,12/03/2021,"$75,000,000"
1189968-101440,,,,,,,,,,USA Acquisition Corp.,12/03/2021,"$172,500,000"
1189973-101442,KYCHU,Keyarch Acquisition Corp,NASDAQ Global,10.00,"10,000,000",1/25/2022,"$100,000,000",Priced,KYCHU,Keyarch Acquisition Corp,12/03/2021,"$100,000,000"
1190171-101454,,,,,,,,,,Twelve Seas Investment Co IV TMT,12/06/2021,"$230,000,000"
1190722-101481,VBOCU,Viscogliosi Brothers Acquisition Corp,NASDAQ Global,10.00,"7,500,000",1/07/2022,"$75,000,000",Priced,VBOCU,Viscogliosi Brothers Acquisition Corp,12/09/2021,"$75,000,000"
1190851-101486,GODNU,Golden Star Acquisition Corp,NASDAQ Global,10.00,"6,000,000",5/02/2023,"$60,000,000",Priced,GODNU,Golden Star Acquisition Corp,12/09/2021,"$60,000,000"
1190853-101487,CSLMU,CSLM ACQUISITION CORP.,NASDAQ Global,10.00,"16,500,000",1/13/2022,"$165,000,000",Priced,CSLMU,CSLM ACQUISITION CORP.,12/09/2021,"$165,000,000"
1190976-101493,BWAQU,Blue World Acquisition Corp,NASDAQ Global,10.00,"8,000,000",1/31/2022,"$80,000,000",Priced,BWAQU,Blue World Acquisition Corp,12/10/2021,"$80,000,000"
1190984-101494,,,,,,,,,JJOCU,JJ Opportunity Corp.,12/10/2021,"$57,500,000"
1191156-101504,,,,,,,,,,Welsis Corp.,12/13/2021,"$120,000.00"
1191488-101524,,,,,,,,,,TANICO Inc.,12/14/2021,"$100,000"
1191841-101534,SCRMU,Screaming Eagle Acquisition Corp.,NASDAQ Global,10.00,"75,000,000",1/06/2022,"$750,000,000",Priced,SCRMU,Screaming Eagle Acquisition Corp.,12/15/2021,"$750,000,000"
1191950-101539,TPG,TPG Inc.,NASDAQ Global Select,29.50,"33,900,000",1/13/2022,"$1,000,050,000",Priced,TPG,TPG Inc.,12/16/2021,"$1,000,050,000"
1192079-101546,,,,,,,,,,Mindset Growth Opportunities I Corp.,12/16/2021,"$201,250,000"
1192451-101582,,,,,,,,,,Constitution Acquisition Corp.,12/17/2021,"$230,000,000"
1192503-101584,ATAKU,"DIH HOLDING US, INC.",NASDAQ Global,10.00,"20,000,000",2/07/2022,"$200,000,000",Priced,ATAKU,"DIH HOLDING US, INC.",12/20/2021,"$200,000,000"
1192504-101585,,,,,,,,,RDXXU,Roman DBDR Tech Acquisition Corp. III,12/20/2021,"$287,500,000"
1192507-101586,,,,,,,,,BRNI,Beroni Group Ltd,12/20/2021,
1192637-101588,RFACU,RF Acquisition Corp.,NASDAQ Global,10.00,"10,000,000",3/24/2022,"$100,000,000",Priced,RFACU,RF Acquisition Corp.,12/20/2021,"$100,000,000"
1192688-101593,GHIXU,"Gores Holdings IX, Inc.",NASDAQ Global,10.00,"52,500,000",1/12/2022,"$525,000,000",Priced,GHIXU,"Gores Holdings IX, Inc.",12/20/2021,"$525,000,000"
1192698-101594,,,,,,,,,,"Gores Holdings X, Inc.",12/20/2021,"$833,750,000"
1192756-101600,CPAQU,Counter Press Acquisition Corp,NASDAQ Global,10.00,"7,500,000",2/09/2022,"$75,000,000",Priced,CPAQU,Counter Press Acquisition Corp,12/21/2021,"$75,000,000"
1192893-101602,,,,,,,,,,Deep Space Acquisition Corp. I,12/21/2021,"$241,500,000"
1192954-102502,HPCO,"Hempacco Co., Inc.",NASDAQ Capital,6.00,"1,000,000",8/30/2022,"$6,000,000",Priced,HPCO,"Hempacco Co., Inc.",3/24/2022,"$6,000,000"
1193003-101610,TETEU,Technology & Telecommunication Acquisition Corp,NASDAQ Global,10.00,"10,000,000",1/18/2022,"$100,000,000",Priced,TETEU,Technology & Telecommunication Acquisition Corp,12/22/2021,"$100,000,000"
1193167-101622,SVV,"Savers Value Village, Inc.",NYSE,18.00,"22,291,666",6/29/2023,"$401,249,988",Priced,SVV,"Savers Value Village, Inc.",12/22/2021,"$401,249,988"
1193186-101630,KNSWU,KnightSwan Acquisition Corp,NYSE,10.00,"20,000,000",1/21/2022,"$200,000,000",Priced,KNSWU,KnightSwan Acquisition Corp,12/22/2021,"$200,000,000"
1193217-101632,,,,,,,,,DGC'U,Delphi Growth Capital Corp.,12/23/2021,"$345,000,000"
1193311-101637,,,,,,,,,LEDGU,Ledger Acquisition Co,12/23/2021,"$172,500,000"
1193367-101639,RENEU,Cartesian Growth Corp II,NASDAQ Global,10.00,"20,000,000",5/06/2022,"$200,000,000",Priced,RENEU,Cartesian Growth Corp II,12/23/2021,"$200,000,000"
1193404-101649,FRZA,"Forza X1, Inc.",NASDAQ Capital,5.00,"3,000,000",8/12/2022,"$15,000,000",Priced,FRZA,"Forza X1, Inc.",12/23/2021,"$15,000,000"
1193409-101651,FTIIU,FutureTech II Acquisition Corp.,NASDAQ Global,10.00,"10,000,000",2/16/2022,"$100,000,000",Priced,FTIIU,FutureTech II Acquisition Corp.,12/23/2021,"$100,000,000"
1193415-101653,SHUAU,SHUAA Partners Acquisition Corp I,NASDAQ Global,10.00,"10,000,000",3/02/2022,"$100,000,000",Priced,SHUAU,SHUAA Partners Acquisition Corp I,12/23/2021,"$100,000,000"
1193776-101669,,,,,,,,,HZAGU,Hanze Asia Growth A,12/28/2021,"$115,000,000"
1194034-101681,,,,,,,,,,Grandview Capital Acquisition Corp.,12/30/2021,"$345,000,000"
1194036-101682,PWUPU,"Aspire Biopharma Holdings, Inc.",NASDAQ Global,10.00,"25,000,000",2/18/2022,"$250,000,000",Priced,PWUPU,"Aspire Biopharma Holdings, Inc.",12/30/2021,"$250,000,000"
1194217-101687,HLP,Hongli Group Inc.,NASDAQ Capital,4.00,"2,062,500",3/29/2023,"$8,250,000",Priced,HLP,Hongli Group Inc.,12/30/2021,"$8,250,000"
1194243-101691,LIVBU,LIV Capital Acquisition Corp. II,NASDAQ Global,10.00,"10,000,000",2/08/2022,"$100,000,000",Priced,LIVBU,LIV Capital Acquisition Corp. II,12/30/2021,"$100,000,000"
1194280-101701,,,,,,,,,,Aries II Acquisition Corp,12/30/2021,"$149,500,000"
1194315-101705,GSRMU,Bitcoin Depot Inc.,NASDAQ Global,10.00,"27,500,000",2/25/2022,"$275,000,000",Priced,GSRMU,Bitcoin Depot Inc.,1/03/2022,"$275,000,000"
1194509-101718,HTCR,"HeartCore Enterprises, Inc.",NASDAQ Capital,5.00,"3,000,000",2/10/2022,"$15,000,000",Priced,HTCR,"HeartCore Enterprises, Inc.",1/03/2022,"$15,000,000"
1194546-101720,,,,,,,,,,"Specialty Building Products, Inc.",1/04/2022,"$100,000,000"
1194732-104886,MGOL,MGO Global Inc.,NASDAQ Capital,5.00,"1,500,000",1/13/2023,"$7,500,000",Priced,MGOL,MGO Global Inc.,11/18/2022,"$7,500,000"
1194979-101746,,,,,,,,,,QINHONG INTERNATIONAL GROUP,1/06/2022,"$19,406,250"
1195075-101754,MURFU,CDT Equity Inc.,NASDAQ Global,10.00,"11,500,000",2/03/2022,"$115,000,000",Priced,MURFU,CDT Equity Inc.,1/06/2022,"$115,000,000"
1195107-101759,SGHLU,Signal Hill Acquisition Corp.,NASDAQ Global,10.00,"10,000,000",2/11/2022,"$100,000,000",Priced,SGHLU,Signal Hill Acquisition Corp.,1/06/2022,"$100,000,000"
1195343-101767,,,,,,,,,HS,"HomeSmart Holdings, Inc.",1/07/2022,"$100,000,000"
1195364-101770,,,,,,,,,,Mattress Firm Group Inc.,1/07/2022,"$100,000,000"
1195372-101774,EE,"Excelerate Energy, Inc.",NYSE,24.00,"16,000,000",4/13/2022,"$384,000,000",Priced,EE,"Excelerate Energy, Inc.",1/07/2022,"$384,000,000"
1195859-101787,EVGRU,Evergreen Corp,NASDAQ Global,10.00,"10,000,000",2/09/2022,"$100,000,000",Priced,EVGRU,Evergreen Corp,1/11/2022,"$100,000,000"
1195922-101789,CHG,LUXURBAN HOTELS INC.,NASDAQ Capital,4.00,"3,375,000",8/12/2022,"$13,500,000",Priced,CHG,LUXURBAN HOTELS INC.,1/12/2022,"$13,500,000"
1196368-101804,BLCO,Bausch & Lomb Corp,NYSE,18.00,"35,000,000",5/06/2022,"$630,000,000",Priced,BLCO,Bausch & Lomb Corp,1/13/2022,"$630,000,000"
1196388-101808,ACAXU,HWH International Inc.,NASDAQ Global,10.00,"7,500,000",2/01/2022,"$75,000,000",Priced,ACAXU,HWH International Inc.,1/13/2022,"$75,000,000"
1196390-101809,,,,,,,,,,Sports & Health Tech Acquisition Corp,1/13/2022,"$172,500,000"
1196420-101813,RACYU,Relativity Acquisition Corp,NASDAQ Global,10.00,"12,500,000",2/11/2022,"$125,000,000",Priced,RACYU,Relativity Acquisition Corp,1/13/2022,"$125,000,000"
1196473-104530,NFTG,GAXOS.AI INC.,NASDAQ Capital,4.15,"1,686,747",2/15/2023,"$7,000,000",Priced,NFTG,GAXOS.AI INC.,10/14/2022,"$7,000,000"
1196661-101822,,,,,,,,,DESR,DESRI Inc.,1/14/2022,"$100,000,000"
1196664-101823,,,,,,,,,,"REV Renewables, Inc.",1/14/2022,"$100,000,000"
1196669-101828,,,,,,,,,FDHAU,First Digital Health Acquisition Corp.,1/14/2022,"$201,250,000"
1196726-101841,,,,,,,,,HGIA,"HENGGUANG HOLDING CO, Ltd",1/18/2022,"$18,400,000"
1196857-106548,SGN,"Signing Day Sports, Inc.",NYSE MKT,5.00,"1,200,000",11/14/2023,"$6,000,000",Priced,SGN,"Signing Day Sports, Inc.",5/15/2023,"$6,000,000"
1197110-101859,,,,,,,,,,Intrepid Acquisition Corp I,1/19/2022,"$230,000,000"
1197131-101862,,,,,,,,,,Dynasty Financial Partners Inc.,1/19/2022,"$100,000,000"
1197135-101863,VMCAU,Valuence Merger Corp. I,NASDAQ Global,10.00,"20,000,000",3/01/2022,"$200,000,000",Priced,VMCAU,Valuence Merger Corp. I,1/19/2022,"$200,000,000"
1197399-101873,KCACU,"Amprius Technologies, Inc.",NYSE,10.00,"20,000,000",3/02/2022,"$200,000,000",Priced,KCACU,"Amprius Technologies, Inc.",1/20/2022,"$200,000,000"
1197686-101893,RAYA,Erayak Power Solution Group Inc.,NASDAQ Capital,4.00,"3,000,000",12/14/2022,"$12,000,000",Priced,RAYA,Erayak Power Solution Group Inc.,1/21/2022,"$12,000,000"
1197695-101897,LSDI,"Lucy Scientific Discovery, Inc.",NASDAQ Capital,4.00,"1,875,000",2/09/2023,"$7,500,000",Priced,LSDI,"Lucy Scientific Discovery, Inc.",1/21/2022,"$7,500,000"
1197696-101898,FGMCU,iCoreConnect Inc.,NASDAQ Global,10.00,"7,000,000",2/25/2022,"$70,000,000",Priced,FGMCU,iCoreConnect Inc.,1/21/2022,"$70,000,000"
1197896-101907,,,,,,,,,,Eleison Pharmaceuticals Inc,1/24/2022,"$40,250,000"
1197982-101913,YOSH,Vestand Inc.,NASDAQ Capital,4.00,"2,940,000",9/09/2022,"$11,760,000",Priced,YOSH,Vestand Inc.,1/25/2022,"$11,760,000"
1198276-101929,AXACU,AXIOS Sustainable Growth Acquisition Corp,NYSE,10.00,"15,000,000",2/16/2022,"$150,000,000",Priced,AXACU,AXIOS Sustainable Growth Acquisition Corp,1/26/2022,"$150,000,000"
